feature,importance,clean_feature
cat__route_OAK_PHX,8.195354332396394e-05,route OAK PHX
cat__route_DFW_FLL,8.194049286631484e-05,route DFW FLL
cat__DEST_FCA,8.189395955930767e-05,DEST FCA
cat__route_RDU_JFK,8.174701162774957e-05,route RDU JFK
cat__route_HNL_LAX,8.17034181343233e-05,route HNL LAX
cat__route_LAX_MCO,8.159576890524647e-05,route LAX MCO
cat__FL_DATE_2019-02-02,8.156933853345805e-05,FL DATE 2019-02-02
cat__FL_DATE_2020-02-27,8.154471959736092e-05,FL DATE 2020-02-27
cat__FL_DATE_2019-07-01,8.14884934568454e-05,FL DATE 2019-07-01
cat__FL_DATE_2023-01-30,8.146767243008057e-05,FL DATE 2023-01-30
cat__FL_DATE_2019-10-07,8.145705415752383e-05,FL DATE 2019-10-07
cat__ORIGIN_CRW,8.131757417530579e-05,ORIGIN CRW
cat__FL_DATE_2020-02-19,8.10943659685309e-05,FL DATE 2020-02-19
cat__FL_DATE_2020-02-03,8.1052453178282e-05,FL DATE 2020-02-03
cat__route_LAS_PDX,8.105095309963343e-05,route LAS PDX
cat__FL_DATE_2020-01-19,8.10050834750732e-05,FL DATE 2020-01-19
cat__route_BOS_LAX,8.099274279695877e-05,route BOS LAX
cat__route_SAN_PHX,8.099197729000371e-05,route SAN PHX
cat__route_DTW_EWR,8.097803634858146e-05,route DTW EWR
cat__FL_DATE_2022-11-29,8.097760710222391e-05,FL DATE 2022-11-29
cat__FL_DATE_2023-01-14,8.092953854971331e-05,FL DATE 2023-01-14
cat__FL_DATE_2019-09-15,8.089816062838785e-05,FL DATE 2019-09-15
cat__route_ORD_CLE,8.087954795427066e-05,route ORD CLE
cat__route_SMF_LAS,8.087434116092801e-05,route SMF LAS
cat__route_GSP_CLT,8.074290346664391e-05,route GSP CLT
cat__route_EWR_CLE,8.057108661160687e-05,route EWR CLE
cat__route_ATL_CLT,8.048907303406525e-05,route ATL CLT
cat__FL_DATE_2022-06-04,8.041642689042321e-05,FL DATE 2022-06-04
cat__DEST_CHO,8.039326181966126e-05,DEST CHO
cat__route_IAH_ORD,8.03353463420444e-05,route IAH ORD
cat__route_DEN_BNA,8.029044851471994e-05,route DEN BNA
cat__route_RSW_ATL,8.028680793832345e-05,route RSW ATL
cat__route_OKC_DFW,8.013145748984506e-05,route OKC DFW
cat__route_AUS_MCO,8.011798216381537e-05,route AUS MCO
cat__route_DEN_IAD,8.011233250469848e-05,route DEN IAD
cat__route_BHM_DFW,8.010920203381523e-05,route BHM DFW
cat__FL_DATE_2019-09-27,8.002602739330444e-05,FL DATE 2019-09-27
cat__FL_DATE_2019-06-14,7.998153099817339e-05,FL DATE 2019-06-14
cat__route_BUR_SFO,7.997096002906661e-05,route BUR SFO
cat__FL_DATE_2021-09-02,7.994089695390675e-05,FL DATE 2021-09-02
cat__DEST_ATW,7.990131591286876e-05,DEST ATW
cat__FL_DATE_2022-07-19,7.981487951275483e-05,FL DATE 2022-07-19
cat__FL_DATE_2022-11-21,7.981189480575487e-05,FL DATE 2022-11-21
cat__route_JFK_CLT,7.978338205598642e-05,route JFK CLT
cat__FL_DATE_2019-12-16,7.973906229892774e-05,FL DATE 2019-12-16
cat__FL_DATE_2019-01-11,7.97366679161444e-05,FL DATE 2019-01-11
cat__route_LAS_MDW,7.972085191600862e-05,route LAS MDW
cat__FL_DATE_2022-12-10,7.971906405813033e-05,FL DATE 2022-12-10
cat__FL_DATE_2020-03-14,7.96386036463627e-05,FL DATE 2020-03-14
cat__route_ATL_SFO,7.962976791313242e-05,route ATL SFO
cat__FL_DATE_2019-09-22,7.962572392421412e-05,FL DATE 2019-09-22
cat__FL_DATE_2022-03-07,7.961722695900051e-05,FL DATE 2022-03-07
cat__FL_DATE_2019-03-18,7.959447258775688e-05,FL DATE 2019-03-18
cat__FL_DATE_2019-12-05,7.94498895783336e-05,FL DATE 2019-12-05
cat__FL_DATE_2019-03-12,7.936825965750846e-05,FL DATE 2019-03-12
cat__FL_DATE_2023-08-02,7.935840741212511e-05,FL DATE 2023-08-02
cat__route_LAX_ORD,7.935547740148723e-05,route LAX ORD
cat__FL_DATE_2022-08-24,7.932924613662787e-05,FL DATE 2022-08-24
cat__FL_DATE_2023-01-10,7.932208977163725e-05,FL DATE 2023-01-10
cat__FL_DATE_2021-01-04,7.92924032302197e-05,FL DATE 2021-01-04
cat__FL_DATE_2019-09-16,7.927081567475883e-05,FL DATE 2019-09-16
cat__route_RDU_ORD,7.92006858539574e-05,route RDU ORD
cat__FL_DATE_2023-05-13,7.910742294780413e-05,FL DATE 2023-05-13
cat__route_DAL_DEN,7.909818757055634e-05,route DAL DEN
cat__route_BOS_DFW,7.907230600166605e-05,route BOS DFW
cat__FL_DATE_2020-01-31,7.905820050809541e-05,FL DATE 2020-01-31
cat__route_DAL_AUS,7.904449283621614e-05,route DAL AUS
cat__route_SEA_PDX,7.898305749683195e-05,route SEA PDX
cat__route_LGA_PBI,7.893348755657748e-05,route LGA PBI
cat__FL_DATE_2019-04-17,7.893273322777039e-05,FL DATE 2019-04-17
cat__route_ABQ_DFW,7.893038730222978e-05,route ABQ DFW
cat__FL_DATE_2019-05-07,7.891114798270555e-05,FL DATE 2019-05-07
cat__FL_DATE_2023-05-17,7.888493593632336e-05,FL DATE 2023-05-17
cat__FL_DATE_2022-09-15,7.884407179846682e-05,FL DATE 2022-09-15
cat__FL_DATE_2019-02-27,7.878835552711706e-05,FL DATE 2019-02-27
cat__FL_DATE_2019-04-21,7.878759197622323e-05,FL DATE 2019-04-21
cat__route_COS_DEN,7.878637606517758e-05,route COS DEN
cat__route_JAX_ATL,7.872382981595344e-05,route JAX ATL
cat__route_ORD_CLT,7.868666710785318e-05,route ORD CLT
cat__route_ORD_MSN,7.868554682719199e-05,route ORD MSN
cat__route_BOS_RDU,7.867010005819127e-05,route BOS RDU
cat__route_MSP_BNA,7.865316467653927e-05,route MSP BNA
cat__route_LAX_SJC,7.865061473940813e-05,route LAX SJC
cat__route_PDX_SEA,7.864641744626281e-05,route PDX SEA
cat__DEST_MOB,7.861274834200582e-05,DEST MOB
cat__FL_DATE_2022-08-26,7.860333543697726e-05,FL DATE 2022-08-26
cat__ORIGIN_FCA,7.85299829385215e-05,ORIGIN FCA
cat__route_PHL_IAH,7.843586561101665e-05,route PHL IAH
cat__FL_DATE_2019-05-14,7.839444705334868e-05,FL DATE 2019-05-14
cat__route_SEA_SLC,7.839015976498736e-05,route SEA SLC
cat__route_PSP_SFO,7.828013734426407e-05,route PSP SFO
cat__FL_DATE_2021-11-03,7.82188606226318e-05,FL DATE 2021-11-03
cat__route_DAL_SAT,7.82187289151573e-05,route DAL SAT
cat__FL_DATE_2019-08-25,7.818899013891765e-05,FL DATE 2019-08-25
cat__FL_DATE_2019-08-28,7.816248719136212e-05,FL DATE 2019-08-28
cat__FL_DATE_2019-09-06,7.812365573309668e-05,FL DATE 2019-09-06
cat__route_AUS_JFK,7.806772081631267e-05,route AUS JFK
cat__FL_DATE_2022-09-10,7.80231631443599e-05,FL DATE 2022-09-10
cat__route_ORD_RIC,7.798256670835327e-05,route ORD RIC
cat__FL_DATE_2023-03-16,7.796134108189895e-05,FL DATE 2023-03-16
cat__route_DEN_SMF,7.795047233820765e-05,route DEN SMF
cat__FL_DATE_2019-11-20,7.789317078831376e-05,FL DATE 2019-11-20
cat__FL_DATE_2019-11-01,7.78630395043711e-05,FL DATE 2019-11-01
cat__FL_DATE_2021-11-16,7.784918378564966e-05,FL DATE 2021-11-16
cat__DEST_MTJ,7.784379944651554e-05,DEST MTJ
cat__FL_DATE_2020-03-16,7.783573784601588e-05,FL DATE 2020-03-16
cat__FL_DATE_2021-10-14,7.782638088663142e-05,FL DATE 2021-10-14
cat__FL_DATE_2021-12-04,7.781801182890155e-05,FL DATE 2021-12-04
cat__route_MIA_MCO,7.778364427805422e-05,route MIA MCO
cat__FL_DATE_2023-02-05,7.776440536275193e-05,FL DATE 2023-02-05
cat__route_AUS_EWR,7.77424949196071e-05,route AUS EWR
cat__route_SMF_ONT,7.773106562173478e-05,route SMF ONT
cat__FL_DATE_2021-03-29,7.77300716131709e-05,FL DATE 2021-03-29
cat__DEST_FNT,7.770783467301304e-05,DEST FNT
cat__FL_DATE_2022-08-02,7.766516256587525e-05,FL DATE 2022-08-02
cat__route_ASE_DFW,7.762854080974742e-05,route ASE DFW
cat__FL_DATE_2022-03-25,7.760712663386295e-05,FL DATE 2022-03-25
cat__FL_DATE_2022-03-19,7.759219351251421e-05,FL DATE 2022-03-19
cat__route_CLE_ORD,7.750377804079769e-05,route CLE ORD
cat__FL_DATE_2021-12-24,7.747534215978996e-05,FL DATE 2021-12-24
cat__route_AUS_LAS,7.745626672870123e-05,route AUS LAS
cat__ORIGIN_BIL,7.742846267682068e-05,ORIGIN BIL
cat__route_SJU_EWR,7.740268532933067e-05,route SJU EWR
cat__FL_DATE_2020-11-09,7.739378917839429e-05,FL DATE 2020-11-09
cat__FL_DATE_2023-02-18,7.73649495079269e-05,FL DATE 2023-02-18
cat__FL_DATE_2019-10-12,7.733779190592809e-05,FL DATE 2019-10-12
cat__route_DAL_ATL,7.71456893328958e-05,route DAL ATL
cat__route_LEX_ATL,7.713826617497116e-05,route LEX ATL
cat__route_MSY_HOU,7.7095063667871e-05,route MSY HOU
cat__route_JAX_ORD,7.708684971623523e-05,route JAX ORD
cat__route_MDW_DAL,7.704051750684419e-05,route MDW DAL
cat__FL_DATE_2022-09-21,7.702799226695398e-05,FL DATE 2022-09-21
cat__route_SAN_OAK,7.70157667158367e-05,route SAN OAK
cat__ORIGIN_IDA,7.698975281507191e-05,ORIGIN IDA
cat__FL_DATE_2022-05-17,7.698599735998913e-05,FL DATE 2022-05-17
cat__FL_DATE_2022-09-13,7.691115192085714e-05,FL DATE 2022-09-13
cat__FL_DATE_2019-04-09,7.678128075988298e-05,FL DATE 2019-04-09
cat__route_PHX_ELP,7.676277314619387e-05,route PHX ELP
cat__FL_DATE_2021-12-14,7.671944553167734e-05,FL DATE 2021-12-14
cat__FL_DATE_2023-01-26,7.669740363655303e-05,FL DATE 2023-01-26
cat__FL_DATE_2019-01-07,7.666578171929377e-05,FL DATE 2019-01-07
cat__FL_DATE_2023-08-27,7.66500673099895e-05,FL DATE 2023-08-27
cat__FL_DATE_2019-11-05,7.649801871567336e-05,FL DATE 2019-11-05
cat__route_ABQ_DEN,7.644261798779623e-05,route ABQ DEN
cat__route_AMA_DAL,7.637309327948905e-05,route AMA DAL
cat__FL_DATE_2023-01-05,7.636236065676053e-05,FL DATE 2023-01-05
cat__route_PHX_MSP,7.63180010681827e-05,route PHX MSP
cat__route_SFO_DFW,7.627961994216763e-05,route SFO DFW
cat__ORIGIN_HDN,7.622145531331517e-05,ORIGIN HDN
cat__FL_DATE_2019-08-10,7.611551526351047e-05,FL DATE 2019-08-10
cat__route_CMH_ATL,7.610686578712227e-05,route CMH ATL
cat__FL_DATE_2021-06-03,7.606840744755469e-05,FL DATE 2021-06-03
cat__FL_DATE_2022-02-06,7.606420886246485e-05,FL DATE 2022-02-06
cat__FL_DATE_2021-02-14,7.606024254094546e-05,FL DATE 2021-02-14
cat__FL_DATE_2023-05-30,7.605596759547866e-05,FL DATE 2023-05-30
cat__ORIGIN_STATE_NH,7.605166247741552e-05,ORIGIN STATE NH
cat__FL_DATE_2019-02-24,7.600358586418206e-05,FL DATE 2019-02-24
cat__route_DFW_BNA,7.59869950541234e-05,route DFW BNA
cat__route_MCO_MIA,7.597510049820914e-05,route MCO MIA
cat__route_DTW_LAS,7.586169759380067e-05,route DTW LAS
cat__route_ORD_CVG,7.585375034495385e-05,route ORD CVG
cat__FL_DATE_2023-01-23,7.583520990251106e-05,FL DATE 2023-01-23
cat__route_RDU_DEN,7.581083917897079e-05,route RDU DEN
cat__FL_DATE_2021-09-27,7.570769264286257e-05,FL DATE 2021-09-27
cat__FL_DATE_2021-12-22,7.56760649274118e-05,FL DATE 2021-12-22
cat__route_BOS_FLL,7.565385201369912e-05,route BOS FLL
cat__FL_DATE_2022-11-22,7.559596422510504e-05,FL DATE 2022-11-22
cat__FL_DATE_2021-09-07,7.558519138715878e-05,FL DATE 2021-09-07
cat__route_OAK_BUR,7.558153838499127e-05,route OAK BUR
cat__ORIGIN_OAJ,7.554054361326874e-05,ORIGIN OAJ
cat__route_ATL_TLH,7.549087045664854e-05,route ATL TLH
cat__FL_DATE_2022-12-30,7.548792610617054e-05,FL DATE 2022-12-30
cat__route_ATL_SLC,7.548663713257332e-05,route ATL SLC
cat__route_DAL_MCO,7.547772226823967e-05,route DAL MCO
cat__route_HOU_DEN,7.542127537129428e-05,route HOU DEN
cat__route_ORD_MIA,7.532644984071567e-05,route ORD MIA
cat__ORIGIN_MLU,7.53034262650281e-05,ORIGIN MLU
cat__FL_DATE_2023-03-30,7.52232755997781e-05,FL DATE 2023-03-30
cat__FL_DATE_2021-02-15,7.520744967636576e-05,FL DATE 2021-02-15
cat__route_HSV_CLT,7.520307556180726e-05,route HSV CLT
cat__DEST_JNU,7.518027562486818e-05,DEST JNU
cat__FL_DATE_2022-09-20,7.51208850478889e-05,FL DATE 2022-09-20
cat__FL_DATE_2019-02-09,7.511637386645871e-05,FL DATE 2019-02-09
cat__route_JFK_TPA,7.502475861414143e-05,route JFK TPA
cat__FL_DATE_2022-04-11,7.501505268157145e-05,FL DATE 2022-04-11
cat__FL_DATE_2023-02-02,7.494823969336717e-05,FL DATE 2023-02-02
cat__route_DAL_PHX,7.493479044209444e-05,route DAL PHX
cat__DEST_GJT,7.493038941217262e-05,DEST GJT
cat__route_IAH_TUL,7.474068801735543e-05,route IAH TUL
cat__FL_DATE_2022-01-31,7.471190694736089e-05,FL DATE 2022-01-31
cat__FL_DATE_2019-03-11,7.470283130242358e-05,FL DATE 2019-03-11
cat__FL_DATE_2019-07-09,7.462076353952833e-05,FL DATE 2019-07-09
cat__FL_DATE_2021-11-29,7.460129261378395e-05,FL DATE 2021-11-29
cat__FL_DATE_2019-05-22,7.455713553482114e-05,FL DATE 2019-05-22
cat__FL_DATE_2022-12-08,7.454785960718748e-05,FL DATE 2022-12-08
cat__FL_DATE_2021-11-22,7.44950988004244e-05,FL DATE 2021-11-22
cat__FL_DATE_2021-11-21,7.449030774439254e-05,FL DATE 2021-11-21
cat__route_MCO_DEN,7.44633061473893e-05,route MCO DEN
cat__FL_DATE_2021-12-19,7.440418794046414e-05,FL DATE 2021-12-19
cat__route_MDW_RDU,7.436623308292807e-05,route MDW RDU
cat__route_ATL_JFK,7.432408578805186e-05,route ATL JFK
cat__DEST_GNV,7.427210493789974e-05,DEST GNV
cat__FL_DATE_2022-10-21,7.426797232558785e-05,FL DATE 2022-10-21
cat__ORIGIN_MFE,7.414628387575235e-05,ORIGIN MFE
cat__route_DCA_ORD,7.409786399058472e-05,route DCA ORD
cat__FL_DATE_2022-07-30,7.407539443638477e-05,FL DATE 2022-07-30
cat__FL_DATE_2019-07-04,7.40568789240695e-05,FL DATE 2019-07-04
cat__FL_DATE_2022-07-04,7.40480671889465e-05,FL DATE 2022-07-04
cat__route_CLT_SAT,7.400657226016632e-05,route CLT SAT
cat__FL_DATE_2021-11-18,7.396258329607506e-05,FL DATE 2021-11-18
cat__FL_DATE_2022-02-20,7.394190016671534e-05,FL DATE 2022-02-20
cat__FL_DATE_2020-01-15,7.3871816218529e-05,FL DATE 2020-01-15
cat__route_BOS_MIA,7.386065237885295e-05,route BOS MIA
cat__route_EWR_SJU,7.383417063498449e-05,route EWR SJU
cat__FL_DATE_2021-03-15,7.380548409082692e-05,FL DATE 2021-03-15
cat__route_ATL_BNA,7.376096286467048e-05,route ATL BNA
cat__route_PBI_LGA,7.375217843181237e-05,route PBI LGA
cat__ORIGIN_GRB,7.372184134987828e-05,ORIGIN GRB
cat__route_SLC_FAT,7.367096762651183e-05,route SLC FAT
cat__FL_DATE_2022-03-04,7.361093844426187e-05,FL DATE 2022-03-04
cat__route_DSM_DEN,7.360055221072108e-05,route DSM DEN
cat__route_SAN_DFW,7.346884534321292e-05,route SAN DFW
cat__FL_DATE_2022-07-14,7.346615019364478e-05,FL DATE 2022-07-14
cat__route_LIH_HNL,7.345898895681312e-05,route LIH HNL
cat__FL_DATE_2021-04-01,7.343821371923722e-05,FL DATE 2021-04-01
cat__route_ASE_ORD,7.339119342692497e-05,route ASE ORD
cat__route_IAH_CLT,7.322876541285035e-05,route IAH CLT
cat__FL_DATE_2020-02-05,7.321556626102812e-05,FL DATE 2020-02-05
cat__route_ATL_AUS,7.320889561643286e-05,route ATL AUS
cat__route_DEN_COS,7.319915473740906e-05,route DEN COS
cat__route_BWI_BOS,7.316356941828545e-05,route BWI BOS
cat__FL_DATE_2019-03-31,7.316154115386168e-05,FL DATE 2019-03-31
cat__FL_DATE_2019-04-22,7.308775757630492e-05,FL DATE 2019-04-22
cat__route_ATL_RDU,7.307203040931079e-05,route ATL RDU
cat__FL_DATE_2022-06-30,7.3053036992886e-05,FL DATE 2022-06-30
cat__FL_DATE_2019-09-25,7.304905129597644e-05,FL DATE 2019-09-25
cat__route_PHX_MKE,7.30217137412055e-05,route PHX MKE
cat__route_IAD_SEA,7.299001315355221e-05,route IAD SEA
cat__FL_DATE_2022-08-13,7.296852466222255e-05,FL DATE 2022-08-13
cat__route_DFW_XNA,7.293785725301363e-05,route DFW XNA
cat__FL_DATE_2023-05-01,7.29290001449352e-05,FL DATE 2023-05-01
cat__route_TYS_ATL,7.2892965494868e-05,route TYS ATL
cat__route_BNA_ATL,7.286169907904725e-05,route BNA ATL
cat__FL_DATE_2021-05-20,7.282189416448941e-05,FL DATE 2021-05-20
cat__FL_DATE_2021-11-01,7.278707952002863e-05,FL DATE 2021-11-01
cat__DEST_MLI,7.278518387732503e-05,DEST MLI
cat__route_BOS_PHX,7.277771673204924e-05,route BOS PHX
cat__FL_DATE_2020-02-17,7.266287313609522e-05,FL DATE 2020-02-17
cat__route_OKC_ORD,7.26388653159834e-05,route OKC ORD
cat__route_PHL_ORF,7.263379703722506e-05,route PHL ORF
cat__FL_DATE_2022-09-08,7.259459894903845e-05,FL DATE 2022-09-08
cat__route_IAH_FLL,7.25939479896593e-05,route IAH FLL
cat__route_SEA_BOI,7.258982829343508e-05,route SEA BOI
cat__route_BNA_DCA,7.25151095311102e-05,route BNA DCA
cat__route_MDW_PHX,7.241953890568016e-05,route MDW PHX
cat__FL_DATE_2020-03-11,7.241477240409563e-05,FL DATE 2020-03-11
cat__FL_DATE_2020-10-18,7.240922128024874e-05,FL DATE 2020-10-18
cat__route_JFK_PHX,7.240591947937836e-05,route JFK PHX
cat__FL_DATE_2019-11-04,7.233265671217887e-05,FL DATE 2019-11-04
cat__DEST_TVC,7.231340625289379e-05,DEST TVC
cat__DEST_ACV,7.22676306470359e-05,DEST ACV
cat__route_ORD_FLL,7.222606736092856e-05,route ORD FLL
cat__FL_DATE_2022-11-12,7.222161219662784e-05,FL DATE 2022-11-12
cat__route_FLL_TPA,7.220218019531347e-05,route FLL TPA
cat__FL_DATE_2021-05-31,7.21604276120349e-05,FL DATE 2021-05-31
cat__FL_DATE_2022-10-12,7.211695857604666e-05,FL DATE 2022-10-12
cat__route_MSY_DEN,7.208240892851406e-05,route MSY DEN
cat__FL_DATE_2022-10-15,7.207501756674483e-05,FL DATE 2022-10-15
cat__FL_DATE_2021-05-27,7.204250677708166e-05,FL DATE 2021-05-27
cat__FL_DATE_2019-08-05,7.203074995467563e-05,FL DATE 2019-08-05
cat__route_SFO_PDX,7.202812382842619e-05,route SFO PDX
cat__route_ORD_SNA,7.191994296109187e-05,route ORD SNA
cat__FL_DATE_2019-03-19,7.190745565181485e-05,FL DATE 2019-03-19
cat__route_TPA_CLT,7.187823359381385e-05,route TPA CLT
cat__FL_DATE_2022-05-30,7.187720820276288e-05,FL DATE 2022-05-30
cat__FL_DATE_2021-01-03,7.177857685589136e-05,FL DATE 2021-01-03
cat__FL_DATE_2023-02-10,7.175966831510759e-05,FL DATE 2023-02-10
cat__FL_DATE_2019-01-15,7.171879316435865e-05,FL DATE 2019-01-15
cat__route_ATL_OKC,7.170682688185469e-05,route ATL OKC
cat__FL_DATE_2021-09-14,7.168372510562631e-05,FL DATE 2021-09-14
cat__FL_DATE_2020-02-18,7.16832729388355e-05,FL DATE 2020-02-18
cat__route_BUF_JFK,7.160278669092865e-05,route BUF JFK
cat__route_DEN_CVG,7.157700594491692e-05,route DEN CVG
cat__FL_DATE_2022-10-16,7.157506860272966e-05,FL DATE 2022-10-16
cat__route_AUS_PHX,7.157171765013886e-05,route AUS PHX
cat__FL_DATE_2019-05-15,7.156225967688876e-05,FL DATE 2019-05-15
cat__FL_DATE_2021-01-08,7.153289193067537e-05,FL DATE 2021-01-08
cat__FL_DATE_2019-05-27,7.147637639153989e-05,FL DATE 2019-05-27
cat__FL_DATE_2019-09-11,7.141257936387483e-05,FL DATE 2019-09-11
cat__FL_DATE_2020-03-18,7.136849984123734e-05,FL DATE 2020-03-18
cat__FL_DATE_2019-04-02,7.133462193548238e-05,FL DATE 2019-04-02
cat__FL_DATE_2020-01-09,7.130478026774176e-05,FL DATE 2020-01-09
cat__DEST_DAB,7.128602684502132e-05,DEST DAB
cat__route_LAS_IAH,7.126894656484058e-05,route LAS IAH
cat__FL_DATE_2020-03-22,7.123649563548747e-05,FL DATE 2020-03-22
cat__route_FAR_DEN,7.119526029967862e-05,route FAR DEN
cat__FL_DATE_2022-11-03,7.117382940042744e-05,FL DATE 2022-11-03
cat__FL_DATE_2021-06-06,7.113241561086543e-05,FL DATE 2021-06-06
cat__FL_DATE_2021-09-18,7.110326159130912e-05,FL DATE 2021-09-18
cat__route_LGA_TPA,7.108380367189533e-05,route LGA TPA
cat__route_DFW_HOU,7.106519923935666e-05,route DFW HOU
cat__FL_DATE_2021-06-09,7.10029276570671e-05,FL DATE 2021-06-09
cat__ORIGIN_CMI,7.091884347996503e-05,ORIGIN CMI
cat__route_JFK_PBI,7.0900538518607e-05,route JFK PBI
cat__FL_DATE_2022-10-22,7.087460283479449e-05,FL DATE 2022-10-22
cat__DEST_TRI,7.086487073851697e-05,DEST TRI
cat__DEST_OAJ,7.0845274071406e-05,DEST OAJ
cat__FL_DATE_2019-08-11,7.079115703696798e-05,FL DATE 2019-08-11
cat__FL_DATE_2023-05-10,7.077700086024883e-05,FL DATE 2023-05-10
cat__FL_DATE_2021-02-13,7.070010495340972e-05,FL DATE 2021-02-13
cat__route_SJC_LAS,7.069651410958393e-05,route SJC LAS
cat__FL_DATE_2019-07-02,7.068922792795255e-05,FL DATE 2019-07-02
cat__route_ORD_ORF,7.067674852442967e-05,route ORD ORF
cat__FL_DATE_2019-11-25,7.066163569715272e-05,FL DATE 2019-11-25
cat__route_CLT_RDU,7.066094530989523e-05,route CLT RDU
cat__route_SFO_SBA,7.062655316765691e-05,route SFO SBA
cat__FL_DATE_2023-01-24,7.062123680673755e-05,FL DATE 2023-01-24
cat__FL_DATE_2020-02-11,7.059925917253969e-05,FL DATE 2020-02-11
cat__route_PHX_PSP,7.057511951841842e-05,route PHX PSP
cat__FL_DATE_2022-10-24,7.054189289887302e-05,FL DATE 2022-10-24
cat__route_CMH_LGA,7.0497782509925e-05,route CMH LGA
cat__FL_DATE_2021-08-24,7.048002680103019e-05,FL DATE 2021-08-24
cat__FL_DATE_2023-02-20,7.047695543401364e-05,FL DATE 2023-02-20
cat__FL_DATE_2020-03-17,7.040023433020838e-05,FL DATE 2020-03-17
cat__route_BUR_PHX,7.027813010269014e-05,route BUR PHX
cat__FL_DATE_2022-04-28,7.024403689994194e-05,FL DATE 2022-04-28
cat__route_RDU_EWR,7.010903710508629e-05,route RDU EWR
cat__FL_DATE_2023-08-01,7.004164335990813e-05,FL DATE 2023-08-01
cat__FL_DATE_2021-04-25,7.003740726733868e-05,FL DATE 2021-04-25
cat__route_MDW_LAS,7.002487158660415e-05,route MDW LAS
cat__route_DEN_FLL,7.000188853916374e-05,route DEN FLL
cat__FL_DATE_2022-01-27,6.999704343416908e-05,FL DATE 2022-01-27
cat__FL_DATE_2020-12-13,6.99923716194401e-05,FL DATE 2020-12-13
cat__route_EWR_RDU,6.999069218664265e-05,route EWR RDU
cat__route_BNA_RDU,6.994620262588508e-05,route BNA RDU
cat__FL_DATE_2020-02-04,6.994359604980351e-05,FL DATE 2020-02-04
cat__FL_DATE_2019-10-05,6.987569184177959e-05,FL DATE 2019-10-05
cat__route_LAS_OMA,6.986968549372289e-05,route LAS OMA
cat__FL_DATE_2021-04-03,6.98672621454155e-05,FL DATE 2021-04-03
cat__route_CLT_SDF,6.986027154122532e-05,route CLT SDF
cat__FL_DATE_2022-09-25,6.98383091737632e-05,FL DATE 2022-09-25
cat__FL_DATE_2019-01-10,6.97961932877466e-05,FL DATE 2019-01-10
cat__FL_DATE_2021-10-26,6.978715313661659e-05,FL DATE 2021-10-26
cat__route_TUS_LAX,6.978501400922275e-05,route TUS LAX
cat__route_SFO_PSP,6.973417325111733e-05,route SFO PSP
cat__FL_DATE_2020-12-17,6.963211087168029e-05,FL DATE 2020-12-17
cat__route_OAK_LAX,6.961046333743972e-05,route OAK LAX
cat__route_DSM_DFW,6.959981752459314e-05,route DSM DFW
cat__FL_DATE_2022-11-23,6.959284656286735e-05,FL DATE 2022-11-23
cat__FL_DATE_2023-02-19,6.954533444035391e-05,FL DATE 2023-02-19
cat__route_LAX_AUS,6.949323224063602e-05,route LAX AUS
cat__FL_DATE_2021-02-11,6.947532454476268e-05,FL DATE 2021-02-11
cat__route_BNA_CLT,6.947356226402399e-05,route BNA CLT
cat__route_BNA_MIA,6.946904870225452e-05,route BNA MIA
cat__FL_DATE_2022-08-31,6.946142629641347e-05,FL DATE 2022-08-31
cat__route_RDU_BOS,6.94273276732095e-05,route RDU BOS
cat__route_JFK_LAS,6.941274019899451e-05,route JFK LAS
cat__ORIGIN_RST,6.939299967655325e-05,ORIGIN RST
cat__FL_DATE_2020-03-03,6.935049389422201e-05,FL DATE 2020-03-03
cat__FL_DATE_2019-12-21,6.933135338329644e-05,FL DATE 2019-12-21
cat__route_CLT_JFK,6.920115916146828e-05,route CLT JFK
cat__FL_DATE_2022-09-05,6.917217603689948e-05,FL DATE 2022-09-05
cat__DEST_GPT,6.913038105518689e-05,DEST GPT
cat__route_GEG_SEA,6.907905069698182e-05,route GEG SEA
cat__FL_DATE_2022-10-04,6.90466983076534e-05,FL DATE 2022-10-04
cat__ORIGIN_CRP,6.90234707247216e-05,ORIGIN CRP
cat__route_PHX_DAL,6.895972408704209e-05,route PHX DAL
cat__FL_DATE_2022-11-24,6.895043257553446e-05,FL DATE 2022-11-24
cat__route_DEN_DAL,6.891790346616362e-05,route DEN DAL
cat__route_IAD_LAX,6.88949056471397e-05,route IAD LAX
cat__FL_DATE_2021-05-25,6.887572872852218e-05,FL DATE 2021-05-25
cat__ORIGIN_AGS,6.88693218947897e-05,ORIGIN AGS
cat__route_ATL_VPS,6.885934153062664e-05,route ATL VPS
cat__route_BOS_DTW,6.882054277445016e-05,route BOS DTW
cat__FL_DATE_2021-01-02,6.880755392737197e-05,FL DATE 2021-01-02
cat__route_HLN_DEN,6.874492996705706e-05,route HLN DEN
cat__route_ATL_PIT,6.873771790920474e-05,route ATL PIT
cat__route_DFW_IAD,6.872570055507406e-05,route DFW IAD
cat__route_CLT_BHM,6.872501031911705e-05,route CLT BHM
cat__FL_DATE_2021-09-13,6.866060589141564e-05,FL DATE 2021-09-13
cat__FL_DATE_2023-04-08,6.865694365928868e-05,FL DATE 2023-04-08
cat__FL_DATE_2022-02-11,6.863193597471155e-05,FL DATE 2022-02-11
cat__route_CLE_DFW,6.86013352929704e-05,route CLE DFW
cat__ORIGIN_MHT,6.854513826486699e-05,ORIGIN MHT
